"global_step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2868917523__1719299073 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2868917523__1719299073 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2868917523__1719299073 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2868917523__1719299073 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2868917523__1719299073 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2868917523__1719299073 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_703777133__1719297796 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_703777133__1719297796 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_703777133__1719297796 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_703777133__1719297796 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_703777133__1719297796 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_703777133__1719297796 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3355908812__1719296526 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3355908812__1719296526 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3355908812__1719296526 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3355908812__1719296526 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3355908812__1719296526 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3355908812__1719296526 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2806102487__1719295259 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2806102487__1719295259 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2806102487__1719295259 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2806102487__1719295259 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2806102487__1719295259 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2806102487__1719295259 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2299519823__1719293997 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2299519823__1719293997 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2299519823__1719293997 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2299519823__1719293997 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2299519823__1719293997 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2299519823__1719293997 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2209420278__1719292752 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2209420278__1719292752 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2209420278__1719292752 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2209420278__1719292752 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2209420278__1719292752 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2209420278__1719292752 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2697415419__1719291767 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2697415419__1719291767 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2697415419__1719291767 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2697415419__1719291767 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2697415419__1719291767 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2697415419__1719291767 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4256718033__1719290612 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4256718033__1719290612 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4256718033__1719290612 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4256718033__1719290612 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4256718033__1719290612 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4256718033__1719290612 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_467685264__1719289603 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_467685264__1719289603 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_467685264__1719289603 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_467685264__1719289603 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_467685264__1719289603 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_467685264__1719289603 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_914504723__1719288544 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_914504723__1719288544 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_914504723__1719288544 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_914504723__1719288544 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_914504723__1719288544 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_914504723__1719288544 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2991717580__1719287552 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2991717580__1719287552 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2991717580__1719287552 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2991717580__1719287552 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2991717580__1719287552 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2991717580__1719287552 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3936925692__1719286431 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3936925692__1719286431 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3936925692__1719286431 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3936925692__1719286431 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3936925692__1719286431 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_3936925692__1719286431 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_110512699__1719285416 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_110512699__1719285416 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_110512699__1719285416 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_110512699__1719285416 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_110512699__1719285416 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_110512699__1719285416 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_566926101__1719284337 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_566926101__1719284337 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_566926101__1719284337 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_566926101__1719284337 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_566926101__1719284337 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_566926101__1719284337 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2178104424__1719283322 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2178104424__1719283322 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2178104424__1719283322 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2178104424__1719283322 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2178104424__1719283322 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2178104424__1719283322 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_1894979607__1719282244 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_1894979607__1719282244 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_1894979607__1719282244 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_1894979607__1719282244 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_1894979607__1719282244 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_1894979607__1719282244 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4023866772__1719281278 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4023866772__1719281278 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4023866772__1719281278 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4023866772__1719281278 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4023866772__1719281278 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4023866772__1719281278 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4286760053__1719280293 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4286760053__1719280293 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4286760053__1719280293 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4286760053__1719280293 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4286760053__1719280293 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_4286760053__1719280293 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2587299095__1719279249 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2587299095__1719279249 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2587299095__1719279249 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2587299095__1719279249 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2587299095__1719279249 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_2587299095__1719279249 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_924084553__1719278114 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_924084553__1719278114 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_924084553__1719278114 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_924084553__1719278114 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_924084553__1719278114 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_channel_924084553__1719278114 - test/episodic_length__MAX"
"102400","64","64","64","384","384","384","64","64","64","331","331","331","64","64","64","238","238","238","64","64","64","404","404","404","64","64","64","261","261","261","64","64","64","323","323","323","64","64","64","443","443","443","64","64","64","353","353","353","64","64","64","392","392","392","64","64","64","350","350","350","64","64","64","244","244","244","64","64","64","459","459","459","64","64","64","320","320","320","64","64","64","253","253","253","64","64","64","396","396","396","64","64","64","335","335","335","64","64","64","498","498","498","64","64","64","586","586","586","64","64","64","448","448","448","64","64","64","341","341","341"
"104000","65","65","65","419","419","419","65","65","65","465","465","465","65","65","65","395","395","395","65","65","65","370","370","370","65","65","65","341","341","341","65","65","65","405","405","405","65","65","65","287","287","287","65","65","65","424","424","424","65","65","65","466","466","466","65","65","65","388","388","388","65","65","65","530","530","530","65","65","65","319","319","319","65","65","65","275","275","275","65","65","65","358","358","358","65","65","65","336","336","336","65","65","65","272","272","272","65","65","65","277","277","277","65","65","65","613","613","613","65","65","65","447","447","447","65","65","65","344","344","344"
"105600","66","66","66","316","316","316","66","66","66","317","317","317","66","66","66","396","396","396","66","66","66","280","280","280","66","66","66","342","342","342","66","66","66","343","343","343","66","66","66","272","272","272","66","66","66","443","443","443","66","66","66","309","309","309","66","66","66","275","275","275","66","66","66","274","274","274","66","66","66","370","370","370","66","66","66","293","293","293","66","66","66","452","452","452","66","66","66","328","328","328","66","66","66","252","252","252","66","66","66","278","278","278","66","66","66","418","418","418","66","66","66","516","516","516","66","66","66","376","376","376"
"107200","67","67","67","365","365","365","67","67","67","375","375","375","67","67","67","309","309","309","67","67","67","412","412","412","67","67","67","267","267","267","67","67","67","294","294","294","67","67","67","278","278","278","67","67","67","287","287","287","67","67","67","338","338","338","67","67","67","314","314","314","67","67","67","344","344","344","67","67","67","558","558","558","67","67","67","418","418","418","67","67","67","516","516","516","67","67","67","375","375","375","67","67","67","356","356","356","67","67","67","377","377","377","67","67","67","369","369","369","67","67","67","366","366","366","67","67","67","418","418","418"
"108800","68","68","68","375","375","375","68","68","68","270","270","270","68","68","68","319","319","319","68","68","68","383","383","383","68","68","68","277","277","277","68","68","68","271","271","271","68","68","68","310","310","310","68","68","68","470","470","470","68","68","68","279","279","279","68","68","68","427","427","427","68","68","68","400","400","400","68","68","68","325","325","325","68","68","68","303","303","303","68","68","68","337","337","337","68","68","68","391","391","391","68","68","68","272","272","272","68","68","68","348","348","348","68","68","68","509","509","509","68","68","68","394","394","394","68","68","68","352","352","352"
"110400","69","69","69","340","340","340","69","69","69","277","277","277","69","69","69","250","250","250","69","69","69","319","319","319","69","69","69","398","398","398","69","69","69","367","367","367","69","69","69","400","400","400","69","69","69","310","310","310","69","69","69","235","235","235","69","69","69","362","362","362","69","69","69","298","298","298","69","69","69","396","396","396","69","69","69","287","287","287","69","69","69","308","308","308","69","69","69","403","403","403","69","69","69","264","264","264","69","69","69","268","268","268","69","69","69","299","299","299","69","69","69","426","426","426","69","69","69","335","335","335"
"112000","70","70","70","263","263","263","70","70","70","292","292","292","70","70","70","362","362","362","70","70","70","389","389","389","70","70","70","350","350","350","70","70","70","433","433","433","70","70","70","335","335","335","70","70","70","392","392","392","70","70","70","396","396","396","70","70","70","466","466","466","70","70","70","403","403","403","70","70","70","396","396","396","70","70","70","487","487","487","70","70","70","277","277","277","70","70","70","495","495","495","70","70","70","287","287","287","70","70","70","342","342","342","70","70","70","567","567","567","70","70","70","463","463","463","70","70","70","304","304","304"
"113600","71","71","71","381","381","381","71","71","71","387","387","387","71","71","71","450","450","450","71","71","71","296","296","296","71","71","71","298","298","298","71","71","71","395","395","395","71","71","71","245","245","245","71","71","71","250","250","250","71","71","71","420","420","420","71","71","71","411","411","411","71","71","71","455","455","455","71","71","71","235","235","235","71","71","71","388","388","388","71","71","71","446","446","446","71","71","71","300","300","300","71","71","71","396","396","396","71","71","71","296","296","296","71","71","71","344","344","344","71","71","71","245","245","245","71","71","71","404","404","404"
"115200","72","72","72","408","408","408","72","72","72","372","372","372","72","72","72","246","246","246","72","72","72","269","269","269","72","72","72","327","327","327","72","72","72","237","237","237","72","72","72","427","427","427","72","72","72","396","396","396","72","72","72","394","394","394","72","72","72","268","268","268","72","72","72","285","285","285","72","72","72","234","234","234","72","72","72","442","442","442","72","72","72","354","354","354","72","72","72","557","557","557","72","72","72","428","428","428","72","72","72","397","397","397","72","72","72","269","269","269","72","72","72","454","454","454","72","72","72","370","370","370"
"116800","73","73","73","408","408","408","73","73","73","493","493","493","73","73","73","294","294","294","73","73","73","427","427","427","73","73","73","386","386","386","73","73","73","388","388","388","73","73","73","430","430","430","73","73","73","393","393","393","73","73","73","465","465","465","73","73","73","425","425","425","73","73","73","421","421","421","73","73","73","242","242","242","73","73","73","361","361","361","73","73","73","333","333","333","73","73","73","301","301","301","73","73","73","333","333","333","73","73","73","476","476","476","73","73","73","424","424","424","73","73","73","411","411","411","73","73","73","443","443","443"
"118400","74","74","74","324","324","324","74","74","74","454","454","454","74","74","74","332","332","332","74","74","74","397","397","397","74","74","74","421","421","421","74","74","74","330","330","330","74","74","74","430","430","430","74","74","74","235","235","235","74","74","74","284","284","284","74","74","74","380","380","380","74","74","74","331","331","331","74","74","74","420","420","420","74","74","74","386","386","386","74","74","74","236","236","236","74","74","74","343","343","343","74","74","74","391","391","391","74","74","74","273","273","273","74","74","74","296","296","296","74","74","74","257","257","257","74","74","74","311","311","311"
"120000","75","75","75","331","331","331","75","75","75","286","286","286","75","75","75","421","421","421","75","75","75","302","302","302","75","75","75","283","283","283","75","75","75","469","469","469","75","75","75","452","452","452","75","75","75","254","254","254","75","75","75","321","321","321","75","75","75","414","414","414","75","75","75","315","315","315","75","75","75","308","308","308","75","75","75","382","382","382","75","75","75","360","360","360","75","75","75","371","371","371","75","75","75","347","347","347","75","75","75","384","384","384","75","75","75","280","280","280","75","75","75","490","490","490","75","75","75","671","671","671"
"121600","76","76","76","313","313","313","76","76","76","311","311","311","76","76","76","272","272","272","76","76","76","311","311","311","76","76","76","274","274","274","76","76","76","377","377","377","76","76","76","297","297","297","76","76","76","447","447","447","76","76","76","429","429","429","76","76","76","334","334","334","76","76","76","353","353","353","76","76","76","432","432","432","76","76","76","363","363","363","76","76","76","436","436","436","76","76","76","432","432","432","76","76","76","327","327","327","76","76","76","360","360","360","76","76","76","364","364","364","76","76","76","422","422","422","76","76","76","451","451","451"
"123200","77","77","77","335","335","335","77","77","77","308","308","308","77","77","77","236","236","236","77","77","77","428","428","428","77","77","77","347","347","347","77","77","77","425","425","425","77","77","77","428","428","428","77","77","77","466","466","466","77","77","77","270","270","270","77","77","77","295","295","295","77","77","77","298","298","298","77","77","77","456","456","456","77","77","77","358","358","358","77","77","77","386","386","386","77","77","77","383","383","383","77","77","77","274","274","274","77","77","77","424","424","424","77","77","77","475","475","475","77","77","77","326","326","326","77","77","77","363","363","363"
"124800","78","78","78","395","395","395","78","78","78","381","381","381","78","78","78","246","246","246","78","78","78","406","406","406","78","78","78","240","240","240","78","78","78","313","313","313","78","78","78","396","396","396","78","78","78","263","263","263","78","78","78","286","286","286","78","78","78","366","366","366","78","78","78","399","399","399","78","78","78","370","370","370","78","78","78","421","421","421","78","78","78","284","284","284","78","78","78","236","236","236","78","78","78","301","301","301","78","78","78","352","352","352","78","78","78","395","395","395","78","78","78","443","443","443","78","78","78","353","353","353"
"126400","79","79","79","356","356","356","79","79","79","505","505","505","79","79","79","458","458","458","79","79","79","292","292","292","79","79","79","240","240","240","79","79","79","284","284","284","79","79","79","408","408","408","79","79","79","297","297","297","79","79","79","377","377","377","79","79","79","362","362","362","79","79","79","371","371","371","79","79","79","424","424","424","79","79","79","395","395","395","79","79","79","280","280","280","79","79","79","397","397","397","79","79","79","400","400","400","79","79","79","324","324","324","79","79","79","400","400","400","79","79","79","337","337","337","79","79","79","255","255","255"
"128000","80","80","80","337","337","337","80","80","80","290","290","290","80","80","80","285","285","285","80","80","80","242","242","242","80","80","80","447","447","447","80","80","80","352","352","352","80","80","80","245","245","245","80","80","80","429","429","429","80","80","80","274","274","274","80","80","80","344","344","344","80","80","80","434","434","434","80","80","80","400","400","400","80","80","80","265","265","265","80","80","80","481","481","481","80","80","80","442","442","442","80","80","80","260","260","260","80","80","80","433","433","433","80","80","80","338","338","338","80","80","80","427","427","427","80","80","80","525","525","525"
"129600","81","81","81","404","404","404","81","81","81","387","387","387","81","81","81","306","306","306","81","81","81","310","310","310","81","81","81","421","421","421","81","81","81","303","303","303","81","81","81","257","257","257","81","81","81","365","365","365","81","81","81","237","237","237","81","81","81","424","424","424","81","81","81","279","279","279","81","81","81","325","325","325","81","81","81","366","366","366","81","81","81","410","410","410","81","81","81","454","454","454","81","81","81","290","290","290","81","81","81","376","376","376","81","81","81","284","284","284","81","81","81","456","456","456","81","81","81","328","328","328"
"131200","82","82","82","280","280","280","82","82","82","424","424","424","82","82","82","272","272","272","82","82","82","466","466","466","82","82","82","451","451","451","82","82","82","318","318","318","82","82","82","356","356","356","82","82","82","352","352","352","82","82","82","372","372","372","82","82","82","355","355","355","82","82","82","314","314","314","82","82","82","332","332","332","82","82","82","405","405","405","82","82","82","291","291","291","82","82","82","274","274","274","82","82","82","402","402","402","82","82","82","328","328","328","82","82","82","447","447","447","82","82","82","344","344","344","82","82","82","371","371","371"
"132800","83","83","83","330","330","330","83","83","83","414","414","414","83","83","83","385","385","385","83","83","83","347","347","347","83","83","83","455","455","455","83","83","83","361","361","361","83","83","83","302","302","302","83","83","83","302","302","302","83","83","83","266","266","266","83","83","83","284","284","284","83","83","83","396","396","396","83","83","83","417","417","417","83","83","83","351","351","351","83","83","83","364","364","364","83","83","83","310","310","310","83","83","83","420","420","420","83","83","83","354","354","354","83","83","83","309","309","309","83","83","83","436","436","436","83","83","83","476","476","476"
"134400","84","84","84","370","370","370","84","84","84","347","347","347","84","84","84","347","347","347","84","84","84","356","356","356","84","84","84","402","402","402","84","84","84","338","338","338","84","84","84","299","299","299","84","84","84","280","280","280","84","84","84","303","303","303","84","84","84","323","323","323","84","84","84","299","299","299","84","84","84","301","301","301","84","84","84","269","269","269","84","84","84","321","321","321","84","84","84","286","286","286","84","84","84","332","332","332","84","84","84","411","411","411","84","84","84","350","350","350","84","84","84","367","367","367","84","84","84","354","354","354"
"136000","85","85","85","413","413","413","85","85","85","360","360","360","85","85","85","410","410","410","85","85","85","299","299","299","85","85","85","416","416","416","85","85","85","323","323","323","85","85","85","418","418","418","85","85","85","313","313","313","85","85","85","391","391","391","85","85","85","339","339","339","85","85","85","292","292","292","85","85","85","459","459","459","85","85","85","335","335","335","85","85","85","366","366","366","85","85","85","422","422","422","85","85","85","391","391","391","85","85","85","315","315","315","85","85","85","329","329","329","85","85","85","465","465","465","85","85","85","392","392","392"
"137600","86","86","86","310","310","310","86","86","86","515","515","515","86","86","86","251","251","251","86","86","86","365","365","365","86","86","86","406","406","406","86","86","86","313","313","313","86","86","86","417","417","417","86","86","86","375","375","375","86","86","86","419","419","419","86","86","86","349","349","349","86","86","86","420","420","420","86","86","86","337","337","337","86","86","86","315","315","315","86","86","86","393","393","393","86","86","86","437","437","437","86","86","86","459","459","459","86","86","86","355","355","355","86","86","86","327","327","327","86","86","86","392","392","392","86","86","86","247","247","247"
"139200","87","87","87","268","268","268","87","87","87","433","433","433","87","87","87","238","238","238","87","87","87","405","405","405","87","87","87","285","285","285","87","87","87","360","360","360","87","87","87","320","320","320","87","87","87","405","405","405","87","87","87","246","246","246","87","87","87","424","424","424","87","87","87","253","253","253","87","87","87","303","303","303","87","87","87","268","268","268","87","87","87","330","330","330","87","87","87","588","588","588","87","87","87","372","372","372","87","87","87","289","289","289","87","87","87","391","391","391","87","87","87","353","353","353","87","87","87","445","445","445"
"140800","88","88","88","238","238","238","88","88","88","496","496","496","88","88","88","375","375","375","88","88","88","390","390","390","88","88","88","480","480","480","88","88","88","395","395","395","88","88","88","369","369","369","88","88","88","381","381","381","88","88","88","266","266","266","88","88","88","289","289","289","88","88","88","393","393","393","88","88","88","344","344","344","88","88","88","347","347","347","88","88","88","335","335","335","88","88","88","241","241","241","88","88","88","270","270","270","88","88","88","414","414","414","88","88","88","426","426","426","88","88","88","331","331","331","88","88","88","461","461","461"
"142400","89","89","89","318","318","318","89","89","89","433","433","433","89","89","89","334","334","334","89","89","89","373","373","373","89","89","89","441","441","441","89","89","89","409","409","409","89","89","89","312","312","312","89","89","89","252","252","252","89","89","89","236","236","236","89","89","89","407","407","407","89","89","89","319","319","319","89","89","89","281","281","281","89","89","89","298","298","298","89","89","89","277","277","277","89","89","89","388","388","388","89","89","89","247","247","247","89","89","89","412","412","412","89","89","89","268","268","268","89","89","89","474","474","474","89","89","89","433","433","433"
"144000","90","90","90","255","255","255","90","90","90","377","377","377","90","90","90","385","385","385","90","90","90","315","315","315","90","90","90","294","294","294","90","90","90","343","343","343","90","90","90","312","312","312","90","90","90","318","318","318","90","90","90","559","559","559","90","90","90","264","264","264","90","90","90","422","422","422","90","90","90","313","313","313","90","90","90","317","317","317","90","90","90","354","354","354","90","90","90","380","380","380","90","90","90","268","268","268","90","90","90","247","247","247","90","90","90","455","455","455","90","90","90","326","326","326","90","90","90","291","291","291"
"145600","91","91","91","372","372","372","91","91","91","469","469","469","91","91","91","334","334","334","91","91","91","237","237","237","91","91","91","361","361","361","91","91","91","332","332","332","91","91","91","453","453","453","91","91","91","402","402","402","91","91","91","429","429","429","91","91","91","419","419","419","91","91","91","289","289","289","91","91","91","527","527","527","91","91","91","424","424","424","91","91","91","396","396","396","91","91","91","287","287","287","91","91","91","294","294","294","91","91","91","397","397","397","91","91","91","243","243","243","91","91","91","531","531","531","91","91","91","284","284","284"
"147200","92","92","92","390","390","390","92","92","92","320","320","320","92","92","92","239","239","239","92","92","92","433","433","433","92","92","92","357","357","357","92","92","92","389","389","389","92","92","92","234","234","234","92","92","92","364","364","364","92","92","92","380","380","380","92","92","92","295","295","295","92","92","92","263","263","263","92","92","92","328","328","328","92","92","92","363","363","363","92","92","92","351","351","351","92","92","92","432","432","432","92","92","92","405","405","405","92","92","92","237","237","237","92","92","92","289","289","289","92","92","92","263","263","263","92","92","92","247","247","247"
"148800","93","93","93","270","270","270","93","93","93","275","275","275","93","93","93","435","435","435","93","93","93","305","305","305","93","93","93","366","366","366","93","93","93","395","395","395","93","93","93","413","413","413","93","93","93","306","306","306","93","93","93","486","486","486","93","93","93","238","238","238","93","93","93","290","290","290","93","93","93","395","395","395","93","93","93","419","419","419","93","93","93","419","419","419","93","93","93","288","288","288","93","93","93","305","305","305","93","93","93","432","432","432","93","93","93","279","279","279","93","93","93","286","286","286","93","93","93","438","438","438"
"150400","94","94","94","431","431","431","94","94","94","422","422","422","94","94","94","269","269","269","94","94","94","259","259","259","94","94","94","392","392","392","94","94","94","446","446","446","94","94","94","451","451","451","94","94","94","393","393","393","94","94","94","436","436","436","94","94","94","237","237","237","94","94","94","415","415","415","94","94","94","320","320","320","94","94","94","406","406","406","94","94","94","361","361","361","94","94","94","306","306","306","94","94","94","409","409","409","94","94","94","337","337","337","94","94","94","245","245","245","94","94","94","352","352","352","94","94","94","301","301","301"
"152000","95","95","95","251","251","251","95","95","95","262","262","262","95","95","95","309","309","309","95","95","95","324","324","324","95","95","95","406","406","406","95","95","95","423","423","423","95","95","95","337","337","337","95","95","95","302","302","302","95","95","95","440","440","440","95","95","95","275","275","275","95","95","95","260","260","260","95","95","95","346","346","346","95","95","95","344","344","344","95","95","95","350","350","350","95","95","95","423","423","423","95","95","95","299","299","299","95","95","95","260","260","260","95","95","95","370","370","370","95","95","95","320","320","320","95","95","95","334","334","334"
