"global_step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2335472040__1719299072 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2335472040__1719299072 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2335472040__1719299072 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2335472040__1719299072 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2335472040__1719299072 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2335472040__1719299072 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2706402495__1719297796 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2706402495__1719297796 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2706402495__1719297796 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2706402495__1719297796 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2706402495__1719297796 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2706402495__1719297796 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_3077381737__1719296526 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_3077381737__1719296526 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_3077381737__1719296526 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_3077381737__1719296526 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_3077381737__1719296526 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_3077381737__1719296526 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_414640314__1719295259 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_414640314__1719295259 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_414640314__1719295259 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_414640314__1719295259 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_414640314__1719295259 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_414640314__1719295259 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003459342__1719293997 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003459342__1719293997 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003459342__1719293997 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003459342__1719293997 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003459342__1719293997 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003459342__1719293997 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1857831355__1719292752 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1857831355__1719292752 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1857831355__1719292752 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1857831355__1719292752 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1857831355__1719292752 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1857831355__1719292752 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1818324788__1719291767 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1818324788__1719291767 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1818324788__1719291767 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1818324788__1719291767 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1818324788__1719291767 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1818324788__1719291767 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2668704476__1719290612 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2668704476__1719290612 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2668704476__1719290612 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2668704476__1719290612 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2668704476__1719290612 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2668704476__1719290612 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2452849563__1719289603 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2452849563__1719289603 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2452849563__1719289603 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2452849563__1719289603 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2452849563__1719289603 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2452849563__1719289603 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_181422146__1719288544 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_181422146__1719288544 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_181422146__1719288544 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_181422146__1719288544 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_181422146__1719288544 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_181422146__1719288544 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1435621577__1719287552 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1435621577__1719287552 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1435621577__1719287552 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1435621577__1719287552 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1435621577__1719287552 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_1435621577__1719287552 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_214658641__1719286431 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_214658641__1719286431 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_214658641__1719286431 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_214658641__1719286431 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_214658641__1719286431 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_214658641__1719286431 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2677443961__1719285416 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2677443961__1719285416 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2677443961__1719285416 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2677443961__1719285416 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2677443961__1719285416 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2677443961__1719285416 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_173577098__1719284337 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_173577098__1719284337 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_173577098__1719284337 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_173577098__1719284337 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_173577098__1719284337 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_173577098__1719284337 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003037002__1719283322 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003037002__1719283322 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003037002__1719283322 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003037002__1719283322 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003037002__1719283322 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4003037002__1719283322 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4085810039__1719282244 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4085810039__1719282244 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4085810039__1719282244 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4085810039__1719282244 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4085810039__1719282244 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4085810039__1719282244 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_127706259__1719281278 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_127706259__1719281278 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_127706259__1719281278 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_127706259__1719281278 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_127706259__1719281278 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_127706259__1719281278 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2321659568__1719280293 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2321659568__1719280293 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2321659568__1719280293 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2321659568__1719280293 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2321659568__1719280293 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2321659568__1719280293 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2251646488__1719279249 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2251646488__1719279249 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2251646488__1719279249 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2251646488__1719279249 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2251646488__1719279249 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_2251646488__1719279249 - test/episodic_length__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4036830179__1719278114 - _step","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4036830179__1719278114 - _step__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4036830179__1719278114 - _step__MAX","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4036830179__1719278114 - test/episodic_length","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4036830179__1719278114 - test/episodic_length__MIN","tiny_empathy/GridRooms-v0__train_grid_rooms_emp_reward_4036830179__1719278114 - test/episodic_length__MAX"
"124800","78","78","78","3000","3000","3000","78","78","78","3000","3000","3000","78","78","78","3000","3000","3000","78","78","78","1776","1776","1776","78","78","78","483","483","483","78","78","78","353","353","353","78","78","78","1130","1130","1130","78","78","78","2965","2965","2965","78","78","78","3000","3000","3000","78","78","78","3000","3000","3000","78","78","78","382","382","382","78","78","78","1294","1294","1294","78","78","78","1699","1699","1699","78","78","78","3000","3000","3000","78","78","78","3000","3000","3000","78","78","78","863","863","863","78","78","78","3000","3000","3000","78","78","78","3000","3000","3000","78","78","78","247","247","247","78","78","78","3000","3000","3000"
"126400","79","79","79","3000","3000","3000","79","79","79","3000","3000","3000","79","79","79","3000","3000","3000","79","79","79","1147","1147","1147","79","79","79","336","336","336","79","79","79","244","244","244","79","79","79","742","742","742","79","79","79","2208","2208","2208","79","79","79","3000","3000","3000","79","79","79","3000","3000","3000","79","79","79","398","398","398","79","79","79","3000","3000","3000","79","79","79","3000","3000","3000","79","79","79","3000","3000","3000","79","79","79","3000","3000","3000","79","79","79","959","959","959","79","79","79","1880","1880","1880","79","79","79","2986","2986","2986","79","79","79","481","481","481","79","79","79","3000","3000","3000"
"128000","80","80","80","3000","3000","3000","80","80","80","3000","3000","3000","80","80","80","3000","3000","3000","80","80","80","1894","1894","1894","80","80","80","302","302","302","80","80","80","239","239","239","80","80","80","1664","1664","1664","80","80","80","930","930","930","80","80","80","3000","3000","3000","80","80","80","3000","3000","3000","80","80","80","408","408","408","80","80","80","3000","3000","3000","80","80","80","3000","3000","3000","80","80","80","3000","3000","3000","80","80","80","3000","3000","3000","80","80","80","1072","1072","1072","80","80","80","789","789","789","80","80","80","3000","3000","3000","80","80","80","284","284","284","80","80","80","3000","3000","3000"
"129600","81","81","81","3000","3000","3000","81","81","81","3000","3000","3000","81","81","81","3000","3000","3000","81","81","81","2298","2298","2298","81","81","81","457","457","457","81","81","81","480","480","480","81","81","81","3000","3000","3000","81","81","81","937","937","937","81","81","81","3000","3000","3000","81","81","81","3000","3000","3000","81","81","81","413","413","413","81","81","81","3000","3000","3000","81","81","81","3000","3000","3000","81","81","81","3000","3000","3000","81","81","81","3000","3000","3000","81","81","81","513","513","513","81","81","81","988","988","988","81","81","81","3000","3000","3000","81","81","81","523","523","523","81","81","81","3000","3000","3000"
"131200","82","82","82","2084","2084","2084","82","82","82","3000","3000","3000","82","82","82","3000","3000","3000","82","82","82","3000","3000","3000","82","82","82","444","444","444","82","82","82","444","444","444","82","82","82","2040","2040","2040","82","82","82","736","736","736","82","82","82","3000","3000","3000","82","82","82","3000","3000","3000","82","82","82","389","389","389","82","82","82","3000","3000","3000","82","82","82","3000","3000","3000","82","82","82","3000","3000","3000","82","82","82","3000","3000","3000","82","82","82","779","779","779","82","82","82","934","934","934","82","82","82","3000","3000","3000","82","82","82","380","380","380","82","82","82","3000","3000","3000"
"132800","83","83","83","3000","3000","3000","83","83","83","3000","3000","3000","83","83","83","1128","1128","1128","83","83","83","3000","3000","3000","83","83","83","325","325","325","83","83","83","315","315","315","83","83","83","3000","3000","3000","83","83","83","619","619","619","83","83","83","3000","3000","3000","83","83","83","3000","3000","3000","83","83","83","416","416","416","83","83","83","3000","3000","3000","83","83","83","3000","3000","3000","83","83","83","3000","3000","3000","83","83","83","3000","3000","3000","83","83","83","764","764","764","83","83","83","1306","1306","1306","83","83","83","3000","3000","3000","83","83","83","450","450","450","83","83","83","3000","3000","3000"
"134400","84","84","84","2455","2455","2455","84","84","84","2096","2096","2096","84","84","84","1250","1250","1250","84","84","84","3000","3000","3000","84","84","84","394","394","394","84","84","84","420","420","420","84","84","84","2704","2704","2704","84","84","84","902","902","902","84","84","84","3000","3000","3000","84","84","84","3000","3000","3000","84","84","84","313","313","313","84","84","84","3000","3000","3000","84","84","84","3000","3000","3000","84","84","84","3000","3000","3000","84","84","84","3000","3000","3000","84","84","84","668","668","668","84","84","84","1978","1978","1978","84","84","84","3000","3000","3000","84","84","84","348","348","348","84","84","84","3000","3000","3000"
"136000","85","85","85","1576","1576","1576","85","85","85","1945","1945","1945","85","85","85","756","756","756","85","85","85","3000","3000","3000","85","85","85","427","427","427","85","85","85","415","415","415","85","85","85","3000","3000","3000","85","85","85","468","468","468","85","85","85","3000","3000","3000","85","85","85","3000","3000","3000","85","85","85","420","420","420","85","85","85","3000","3000","3000","85","85","85","3000","3000","3000","85","85","85","3000","3000","3000","85","85","85","3000","3000","3000","85","85","85","1030","1030","1030","85","85","85","3000","3000","3000","85","85","85","3000","3000","3000","85","85","85","293","293","293","85","85","85","3000","3000","3000"
"137600","86","86","86","870","870","870","86","86","86","1203","1203","1203","86","86","86","668","668","668","86","86","86","3000","3000","3000","86","86","86","363","363","363","86","86","86","529","529","529","86","86","86","3000","3000","3000","86","86","86","596","596","596","86","86","86","3000","3000","3000","86","86","86","3000","3000","3000","86","86","86","402","402","402","86","86","86","3000","3000","3000","86","86","86","3000","3000","3000","86","86","86","2526","2526","2526","86","86","86","3000","3000","3000","86","86","86","855","855","855","86","86","86","3000","3000","3000","86","86","86","3000","3000","3000","86","86","86","489","489","489","86","86","86","3000","3000","3000"
"139200","87","87","87","549","549","549","87","87","87","2427","2427","2427","87","87","87","639","639","639","87","87","87","3000","3000","3000","87","87","87","523","523","523","87","87","87","281","281","281","87","87","87","3000","3000","3000","87","87","87","1045","1045","1045","87","87","87","2032","2032","2032","87","87","87","3000","3000","3000","87","87","87","398","398","398","87","87","87","3000","3000","3000","87","87","87","3000","3000","3000","87","87","87","3000","3000","3000","87","87","87","3000","3000","3000","87","87","87","712","712","712","87","87","87","3000","3000","3000","87","87","87","3000","3000","3000","87","87","87","269","269","269","87","87","87","3000","3000","3000"
"140800","88","88","88","1416","1416","1416","88","88","88","2038","2038","2038","88","88","88","405","405","405","88","88","88","3000","3000","3000","88","88","88","432","432","432","88","88","88","349","349","349","88","88","88","3000","3000","3000","88","88","88","558","558","558","88","88","88","2859","2859","2859","88","88","88","3000","3000","3000","88","88","88","318","318","318","88","88","88","3000","3000","3000","88","88","88","3000","3000","3000","88","88","88","3000","3000","3000","88","88","88","3000","3000","3000","88","88","88","1554","1554","1554","88","88","88","3000","3000","3000","88","88","88","3000","3000","3000","88","88","88","404","404","404","88","88","88","1583","1583","1583"
"142400","89","89","89","1740","1740","1740","89","89","89","1728","1728","1728","89","89","89","760","760","760","89","89","89","3000","3000","3000","89","89","89","422","422","422","89","89","89","424","424","424","89","89","89","3000","3000","3000","89","89","89","1935","1935","1935","89","89","89","3000","3000","3000","89","89","89","3000","3000","3000","89","89","89","346","346","346","89","89","89","3000","3000","3000","89","89","89","3000","3000","3000","89","89","89","3000","3000","3000","89","89","89","3000","3000","3000","89","89","89","1321","1321","1321","89","89","89","3000","3000","3000","89","89","89","3000","3000","3000","89","89","89","641","641","641","89","89","89","3000","3000","3000"
"144000","90","90","90","749","749","749","90","90","90","2887","2887","2887","90","90","90","2681","2681","2681","90","90","90","3000","3000","3000","90","90","90","320","320","320","90","90","90","506","506","506","90","90","90","3000","3000","3000","90","90","90","2444","2444","2444","90","90","90","3000","3000","3000","90","90","90","1335","1335","1335","90","90","90","309","309","309","90","90","90","3000","3000","3000","90","90","90","3000","3000","3000","90","90","90","1450","1450","1450","90","90","90","3000","3000","3000","90","90","90","1519","1519","1519","90","90","90","3000","3000","3000","90","90","90","3000","3000","3000","90","90","90","347","347","347","90","90","90","2316","2316","2316"
"145600","91","91","91","2343","2343","2343","91","91","91","3000","3000","3000","91","91","91","1954","1954","1954","91","91","91","2220","2220","2220","91","91","91","600","600","600","91","91","91","320","320","320","91","91","91","3000","3000","3000","91","91","91","3000","3000","3000","91","91","91","3000","3000","3000","91","91","91","1140","1140","1140","91","91","91","433","433","433","91","91","91","3000","3000","3000","91","91","91","3000","3000","3000","91","91","91","2222","2222","2222","91","91","91","3000","3000","3000","91","91","91","2266","2266","2266","91","91","91","3000","3000","3000","91","91","91","3000","3000","3000","91","91","91","541","541","541","91","91","91","1149","1149","1149"
"147200","92","92","92","2496","2496","2496","92","92","92","3000","3000","3000","92","92","92","1990","1990","1990","92","92","92","1191","1191","1191","92","92","92","367","367","367","92","92","92","395","395","395","92","92","92","3000","3000","3000","92","92","92","3000","3000","3000","92","92","92","3000","3000","3000","92","92","92","1855","1855","1855","92","92","92","318","318","318","92","92","92","3000","3000","3000","92","92","92","3000","3000","3000","92","92","92","2635","2635","2635","92","92","92","3000","3000","3000","92","92","92","753","753","753","92","92","92","3000","3000","3000","92","92","92","3000","3000","3000","92","92","92","361","361","361","92","92","92","1453","1453","1453"
"148800","93","93","93","2633","2633","2633","93","93","93","3000","3000","3000","93","93","93","3000","3000","3000","93","93","93","925","925","925","93","93","93","423","423","423","93","93","93","254","254","254","93","93","93","3000","3000","3000","93","93","93","3000","3000","3000","93","93","93","3000","3000","3000","93","93","93","2785","2785","2785","93","93","93","330","330","330","93","93","93","3000","3000","3000","93","93","93","3000","3000","3000","93","93","93","571","571","571","93","93","93","3000","3000","3000","93","93","93","1161","1161","1161","93","93","93","3000","3000","3000","93","93","93","3000","3000","3000","93","93","93","489","489","489","93","93","93","3000","3000","3000"
"150400","94","94","94","3000","3000","3000","94","94","94","3000","3000","3000","94","94","94","3000","3000","3000","94","94","94","2369","2369","2369","94","94","94","403","403","403","94","94","94","339","339","339","94","94","94","3000","3000","3000","94","94","94","3000","3000","3000","94","94","94","3000","3000","3000","94","94","94","3000","3000","3000","94","94","94","374","374","374","94","94","94","3000","3000","3000","94","94","94","3000","3000","3000","94","94","94","1397","1397","1397","94","94","94","3000","3000","3000","94","94","94","1016","1016","1016","94","94","94","3000","3000","3000","94","94","94","3000","3000","3000","94","94","94","565","565","565","94","94","94","3000","3000","3000"
"152000","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","1591","1591","1591","95","95","95","346","346","346","95","95","95","455","455","455","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","310","310","310","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","2919","2919","2919","95","95","95","3000","3000","3000","95","95","95","3000","3000","3000","95","95","95","456","456","456","95","95","95","3000","3000","3000"
"153600","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","1209","1209","1209","96","96","96","432","432","432","96","96","96","430","430","430","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","380","380","380","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","1716","1716","1716","96","96","96","3000","3000","3000","96","96","96","3000","3000","3000","96","96","96","393","393","393","96","96","96","3000","3000","3000"
"155200","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","1606","1606","1606","97","97","97","311","311","311","97","97","97","309","309","309","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","412","412","412","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","1940","1940","1940","97","97","97","3000","3000","3000","97","97","97","3000","3000","3000","97","97","97","325","325","325","97","97","97","3000","3000","3000"
"156800","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","557","557","557","98","98","98","243","243","243","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","339","339","339","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","3000","3000","3000","98","98","98","2958","2958","2958","98","98","98","3000","3000","3000","98","98","98","2147","2147","2147","98","98","98","523","523","523","98","98","98","1927","1927","1927"
"158400","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","360","360","360","99","99","99","448","448","448","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","297","297","297","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","3000","3000","3000","99","99","99","584","584","584","99","99","99","3000","3000","3000"
"160000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","324","324","324","100","100","100","268","268","268","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","241","241","241","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","3000","3000","3000","100","100","100","874","874","874","100","100","100","3000","3000","3000"
"161600","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","440","440","440","101","101","101","359","359","359","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","292","292","292","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","3000","3000","3000","101","101","101","1201","1201","1201","101","101","101","3000","3000","3000","101","101","101","628","628","628","101","101","101","3000","3000","3000"
"163200","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","463","463","463","102","102","102","476","476","476","102","102","102","2709","2709","2709","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","331","331","331","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","3000","3000","3000","102","102","102","1210","1210","1210","102","102","102","1085","1085","1085","102","102","102","665","665","665","102","102","102","3000","3000","3000"
"164800","103","103","103","3000","3000","3000","103","103","103","3000","3000","3000","103","103","103","2497","2497","2497","103","103","103","3000","3000","3000","103","103","103","408","408","408","103","103","103","487","487","487","103","103","103","1420","1420","1420","103","103","103","3000","3000","3000","103","103","103","3000","3000","3000","103","103","103","3000","3000","3000","103","103","103","418","418","418","103","103","103","3000","3000","3000","103","103","103","3000","3000","3000","103","103","103","3000","3000","3000","103","103","103","3000","3000","3000","103","103","103","3000","3000","3000","103","103","103","1740","1740","1740","103","103","103","1461","1461","1461","103","103","103","385","385","385","103","103","103","3000","3000","3000"
"166400","104","104","104","3000","3000","3000","104","104","104","3000","3000","3000","104","104","104","1298","1298","1298","104","104","104","3000","3000","3000","104","104","104","569","569","569","104","104","104","448","448","448","104","104","104","1100","1100","1100","104","104","104","3000","3000","3000","104","104","104","3000","3000","3000","104","104","104","3000","3000","3000","104","104","104","459","459","459","104","104","104","3000","3000","3000","104","104","104","3000","3000","3000","104","104","104","3000","3000","3000","104","104","104","3000","3000","3000","104","104","104","3000","3000","3000","104","104","104","1263","1263","1263","104","104","104","1588","1588","1588","104","104","104","650","650","650","104","104","104","3000","3000","3000"
